Id,Predicted
165486,569831.6129
63600,435723.0084
110049,325535.788
112307,305322.7268
10157,335929.0848
74635,484777.6226
25784,399059.8426
107059,512876.0286
30356,410949.017
87516,726483.1765
10936,579056.0617
88543,565720.6475
139877,468425.7386
42424,471321.2549
52670,595502.0317
166867,547117.0542
101107,468454.2092
76199,509573.2716
80888,295935.7443
9911,370240.2028
156640,496437.7922
102356,560323.417
48860,359595.1998
102849,697864.075
138105,450454.1449
117983,438438.6752
93922,402333.7853
46238,424798.0787
59022,664984.8158
106646,472219.0055
120040,505374.4665
126172,397600.8112
168000,643816.6188
80749,442157.8514
131491,514195.3846
112112,611963.2549
47501,345818.4207
13728,244411.1842
101768,358741.8973
6316,305554.5423
126098,811657.2468
165,300307.8232
19524,437808.2196
150677,528881.394
59379,398108.7247
74454,401463.9575
175450,748243.0405
89244,673233.4043
116506,441039.2313
147339,450775.8421
74001,657601.962
90922,398341.0565
1820,512567.1041
110186,270736.3817
62682,413445.7126
89581,543496.0421
137848,414271.41
161798,435473.7513
170742,479012.2097
82918,413495.9744
37679,294213.4961
154926,512962.0508
149598,301530.842
44725,312178.199
90766,545139.4495
148899,404898.0411
126592,406813.9784
157908,460478.2767
113713,446737.7324
148870,699476.7567
165510,528282.4837
101470,387186.7467
51743,333260.1988
27173,231941.198
27812,364082.2336
95488,295242.5311
173154,634499.4033
121352,378602.455
143803,521655.1932
63373,290112.0236
1386,259877.8716
163514,565770.3915
35643,315027.5385
120579,517317.2702
128369,374218.9502
141816,453273.9766
161838,528683.8362
71069,399110.2969
77131,450775.4929
17667,347231.4976
52148,381428.4886
72854,602110.6314
102035,471316.4242
111359,437676.9612
17719,352856.5631
123306,342221.8605
161864,791309.8701
180849,576298.1995
160993,542042.989
162321,371755.2881
46481,259582.4746
79814,379913.371
137789,580853.2881
54212,295665.5513
33512,376387.7935
57246,668348.1439
183567,688780.8106
126709,528963.5543
38938,351619.2733
31497,458326.0108
43094,400167.5062
40278,314840.5955
174057,657289.8783
88538,581777.4764
78488,659900.7675
170729,632084.9794
173992,563980.5551
60975,342897.4118
54718,269525.5981
178130,759838.1315
133730,465625.4724
70033,696298.9952
43395,547637.3588
142569,500525.1161
25880,291609.0743
139537,408060.2303
3465,376475.7194
40735,554444.6148
162957,511470.4283
83356,534730.5201
32897,365523.9197
49245,293680.0008
60337,359280.0516
139769,673302.2128
52326,348955.9146
162813,781289.9163
180789,644943.4466
49386,440843.3694
33541,316495.3576
159352,523393.3923
42027,400059.2509
155370,455921.558
143725,480647.6934
131769,504966.2244
139885,490205.889
93808,594351.043
10639,327736.6773
168611,595454.0942
167653,642717.8552
123170,343166.0742
139150,325477.5754
62622,546794.692
168689,890175.6167
18566,344492.7061
67121,249910.3737
119193,469940.9816
75320,539510.0738
185227,763248.9585
59316,429335.765
42962,306024.9689
51540,304614.6774
37927,364555.3982
85155,316543.0006
148730,414073.3187
182768,648094.7796
21816,350244.6703
119821,433231.6236
53803,460335.0811
75672,557967.2604
164062,593839.8784
9801,668446.7103
90516,533886.1903
126543,390742.693
20563,236813.8146
173167,452827.2022
165546,653959.1455
140696,546134.216
60885,479930.3453
71010,376235.1605
65245,460951.9151
7762,259109.9062
162332,450215.3636
132065,433881.5926
163315,579088.9352
94896,407476.7628
13990,434845.9335
86695,485477.2273
136032,724356.6922
181973,590624.0517
70720,1078662.716
176320,725233.3631
123988,662933.3846
75446,508132.9296
165520,512773.9147
95499,387434.469
73362,484191.8676
115013,354085.1256
170250,568340.8709
117752,584946.3605
120534,616426.1632
43110,397405.7505
173316,547743.0815
163348,803419.697
167196,631383.1614
8539,611015.184
57416,509436.4536
147688,425855.3636
48843,280577.2147
123483,479491.0961
91781,369024.9979
57502,245783.7242
41380,495008.1911
71368,539124.1863
90332,404298.4598
56200,485116.67
59273,539802.7402
59528,750428.659
142978,478297.4031
62463,400825.2819
151089,366533.3955
159388,429493.4694
15000,322887.9987
124030,569305.5278
146762,397730.6257
32542,251788.5356
44504,394759.4595
154438,570297.9341
92711,424174.1692
26861,430573.9588
154130,479334.14
108177,564743.7597
85561,373006.9384
29523,277408.7105
162190,659933.3571
137744,418147.6626
141614,395347.9791
154095,485529.6304
177433,809169.7365
16212,294992.6699
138324,600246.8512
179772,723791.9155
80229,646950.3904
146601,539883.7773
90354,413523.1301
16620,305689.771
144520,472173.8682
43671,275346.9456
151379,490160.9361
43516,325341.9617
114780,419456.0201
48679,466191.6032
23310,300181.4164
82078,763733.8931
161637,449796.4838
97266,356539.2968
25975,332178.0918
183280,808437.4022
143522,450851.297
82873,398700.3228
111022,470299.4686
170004,519086.5681
149233,462871.9961
11335,278999.7494
178323,749617.3071
117545,438135.0541
104197,440167.8153
114280,454134.9469
30527,328790.9803
42651,444000.9748
123646,409992.5766
72689,507240.0656
78646,468476.0514
50032,434078.5583
167436,750079.4763
25911,322739.291
140037,416075.2276
117935,553349.4382
122922,434543.7492
28738,364972.7587
129413,503426.198
65411,536998.041
20519,270149.8256
148799,513260.7841
96848,443962.7133
167854,506186.7166
90027,418425.5573
124583,357791.8055
123841,434116.2634
143815,610723.0493
100928,383357.223
64554,436568.9017
27802,273111.9218
55996,334762.2431
168480,451481.5715
18511,378433.8539
7174,317113.3442
107447,376081.625
109945,366041.0802
109304,558000.634
33225,192606.7904
31504,328392.1465
85162,302183.3048
164868,456484.1838
102092,396616.3706
5618,250850.6535
45425,417614.7577
127376,507112.4693
156938,452893.5771
127635,485480.3542
111774,644092.4778
141311,694115.3191
68733,395800.8203
171431,804639.1834
57288,332634.1144
147560,570576.1114
83283,523738.8386
180470,572277.2201
85424,434870.241
30049,317706.6472
138841,488889.4553
138637,372526.9302
178178,774355.2761
69976,695833.8042
139744,529305.995
58256,279074.9891
104665,435889.1934
169191,546338.124
55984,408417.9083
40354,405713.6943
59813,282433.6874
142178,372431.4816
104367,477418.3217
135075,372475.5153
16278,335763.7818
49191,420983.0321
95010,436882.1809
179668,589252.5439
111338,379289.3028
76006,437430.9526
106534,468822.7812
78933,721297.5623
76196,546138.8354
110996,547803.0374
145016,512065.7504
133526,454197.1917
67069,625112.2636
77499,308412.6638
51668,630986.9642
64752,474008.2807
148430,530928.0175
63329,301862.237
173406,437237.6091
79182,448184.8586
139963,480709.7722
119727,352570.9419
14184,319081.627
63325,666026.9669
69906,675461.1684
150715,372066.9262
10423,398356.854
13226,254832.0763
166355,520601.0387
162216,539938.7713
43071,381187.4776
103161,549359.65
168506,528130.0825
30707,430527.6
54877,441309.2155
77637,378141.8782
54304,337316.5483
71775,706517.4112
116543,320720.511
18877,345990.2791
98865,410964.7743
169535,596142.5945
155674,411804.0982
46410,456005.1742
25354,301418.6867
149242,347444.7667
156019,530223.7007
2372,142527.9481
167793,492676.9007
13539,341483.4183
96889,622355.8998
12180,254739.718
30975,441441.5217
142091,655407.1712
141417,623240.2599
88385,517929.7011
118140,479449.6573
130703,405515.3919
78738,488994.7759
31269,335858.9254
109042,461120.1003
48367,421706.3118
169027,469783.6232
94564,341518.8621
69161,528714.7902
109455,660748.9951
102048,484444.5956
142061,607445.0837
80360,395394.7796
108330,512480.8402
45894,245936.5558
184619,731231.0295
44807,332550.1754
86934,395861.4276
99343,384487.616
168916,611503.5142
89276,570625.992
51815,320768.3446
125813,450127.4359
107171,418914.0796
154642,396221.7653
10072,338299.5394
68097,352076.9728
160821,526533.3154
19655,261781.9054
142752,505957.6217
36940,351107.9378
111126,420090.2922
596,244458.0329
71019,409668.5324
4479,278570.373
55848,474963.5149
85188,503670.7392
125357,384296.6275
14647,308294.0744
162730,532263.1937
150653,519101.6853
120056,385919.0695
169156,606511.1875
67935,677037.9841
174388,669114.5601
182913,602415.1465
54148,290658.4669
131866,601211.6002
149984,465498.1616
159985,496607.1684
95496,386874.1714
112843,426760.2734
49524,349507.7563
27369,257280.8795
30825,428090.277
169753,648397.5746
92534,392842.0419
129225,436545.5114
13062,332155.5672
130722,507832.2379
134157,470951.7496
165859,530980.1582
66301,434594.3525
83618,456660.7019
107691,441427.3307
105232,423699.136
48298,540475.3362
40648,314373.3146
71976,538525.1
72896,689205.863
74551,399460.7836
44973,327016.9908
29347,383431.6922
141919,456872.5309
106300,404066.8869
131980,480631.2699
133141,449321.1084
3973,352051.8843
40519,320357.3714
180446,660848.4093
175025,546343.8292
75064,400376.564
18793,319730.9944
149491,511510.2955
154754,531791.2997
132371,374426.862
134999,449322.9167
165322,601960.5407
108805,479951.3129
140691,581378.5819
156367,455419.5446
85858,563052.5198
152700,505777.3872
185104,568714.4721
70218,516075.1428
10393,380307.3825
165123,535078.0161
55106,391822.5007
88369,386469.4245
41779,515272.1946
130816,373785.1227
31211,345921.7056
166757,714611.7039
108437,435089.1729
185814,807155.5412
73304,453335.7481
148656,474669.2641
84559,355293.636
151222,425904.9964
2069,197631.4744
182640,709086.2289
157520,555270.8947
153201,605125.9796
51319,430566.8059
167197,651887.5081
56328,805284.1387
7586,290690.1656
4962,545258.2394
17286,237038.3258
17996,295896.5974
136652,489036.2416
107533,332731.7647
35676,265436.852
63528,421529.0672
88024,361981.7877
92245,457308.2889
121431,557908.0003
117675,383148.6567
134315,661273.8369
80382,429240.5675
5676,288397.9901
85834,433419.888
7544,287090.6523
76545,468537.3785
182269,731288.456
115301,400446.9879
184499,748554.0713
89274,735486.3597
96978,471375.2832
22476,326653.8267
43684,341323.7476
103852,498461.8858
6660,283550.1757
149136,594863.0486
55623,301730.2306
154963,390712.2275
118607,375902.9503
66046,401935.6118
50815,433846.0981
88378,474901.5765
47559,389913.6705
96116,508134.399
31651,259908.7794
141186,649849.6955
142321,768472.3542
47123,256056.375
176333,647599.0227
3011,307395.2883
68006,608786.9342
183387,496917.7222
36465,332804.9932
39670,297296.0892
173044,459915.4607
7197,305664.3412
35841,274940.5644
185880,828207.1839
64929,733996.3222
99553,532098.1019
59246,303087.154
122401,381260.2753
5750,253025.9392
54602,310949.9644
57503,260423.4782
139988,500409.3865
61441,889359.2433
3816,421595.8789
157223,473220.0066
45836,398568.5954
155755,394825.3089
1314,261962.0419
172283,564834.4348
183939,789100.1057
102449,536461.5532
130038,408515.3472
69337,704295.3462
59437,365123.7199
100231,490206.7682
184320,584972.2887
121624,439775.1635
175778,531189.2097
49838,303073.4367
112596,432559.8038
92825,727001.9659
3175,502009.9189
20599,255040.569
90059,486661.2549
8718,289966.2594
56904,717286.8062
140415,472895.2744
45486,430033.6815
72264,402234.181
102129,453130.3471
5083,421267.4032
23403,385130.7806
57581,699350.0689
165475,538568.2499
88985,542439.4382
30967,411763.2699
19270,428705.1659
39924,267307.0683
52520,526964.0847
151658,374436.0877
145774,580009.4473
52004,352395.8468
109232,391057.1599
32071,280339.6195
421,273410.24
150070,462277.661
157555,518413.4883
141514,411278.7001
137558,591703.1904
155571,515121.1905
162016,552554.1659
47743,349573.5488
42863,378213.2325
60316,337182.7242
119376,568918.5832
96534,530132.2255
97787,485804.7869
46854,275576.0075
131197,413191.2154
45750,375056.9303
75580,640127.1831
122938,554703.7004
24952,311601.5381
8713,273412.6119
29044,291071.9969
33794,371576.839
155354,567741.1114
174630,685848.4875
357,240169.4767
52446,405622.4804
173530,504665.5712
9167,333879.7152
2712,218936.6217
34228,394264.4183
14795,313393.2379
101108,497411.3887
182805,629027.8577
101314,466595.2931
71207,372314.22
24463,330045.558
161441,470882.6583
62066,348611.2187
140608,465234.6955
9901,326173.0169
167009,518264.6074
70131,404760.9587
111696,588861.3689
69883,754659.0409
68434,421029.1816
10786,292152.4935
104011,490919.1371
108425,425981.6513
120804,484385.7659
26582,383350.9657
20975,470698.5455
134633,563123.9681
97941,447467.4602
107642,381293.8032
161902,485575.6249
100312,754880.1368
95448,369004.4002
21815,307134.3733
149382,798637.3288
74108,666504.3855
123994,637939.8749
146443,564313.2815
108700,338006.6543
22001,440769.9374
74783,367299.0704
119865,356294.9064
141913,393794.9799
74995,438422.7306
135235,306698.6698
48589,348840.1791
914,206700.7553
119943,462338.3666
99440,334247.299
144341,704705.4865
97930,566234.9915
90951,393443.969
131041,371500.1546
84731,453936.1666
135546,742902.0784
127448,534196.0653
61300,326235.5901
63131,466752.7666
25238,383729.0898
180340,592552.4602
99506,345056.7088
183854,703811.6098
94910,445390.8197
44500,292068.1197
63085,418390.2604
164640,790895.6603
16313,342013.8181
132985,533378.1118
101842,320181.5351
5938,553739.7361
44937,346090.2459
170855,607306.1616
40121,247484.8533
74424,522273.8298
156663,644560.6893
181734,735970.1691
109020,592063.1702
54192,321918.4859
121171,617573.9553
118207,696118.8159
103252,436895.5496
46896,254877.0525
175241,664662.2959
9111,614618.9558
172947,456372.2952
60940,488303.0618
77395,384549.0858
83691,493652.566
11241,389779.1588
58884,348386.0011
33511,377138.1041
35455,230487.9617
134929,437754.5751
127658,488808.7787
74414,505816.2988
23654,347658.9852
41430,300817.0587
96127,582446.9735
66839,387778.9629
68946,418255.7045
167240,644456.495
75029,474952.5017
164287,477334.3493
7830,330742.173
33316,322758.1673
59853,486301.8253
77185,408054.1806
131362,333699.0823
60057,394609.4139
62703,553214.8975
7301,258935.7867
62430,508022.6624
90275,500136.6239
41898,727579.0212
147521,368008.4073
16961,383760.0834
51376,364992.8948
115157,414942.1685
120634,603069.5251
125261,363843.0915
95547,440199.7598
3515,293968.0581
76413,352459.4979
170768,582091.1065
127634,483588.3049
66815,658283.4899
5490,373293.6622
142611,487685.6444
65774,838472.219
92958,561625.9486
84749,325524.0107
116909,638222.9473
85064,324199.7384
94989,622199.8472
185937,731279.0905
67686,535123.0881
132595,522899.8831
45139,497559.5479
29101,364214.8988
20069,403529.3788
22550,190950.7889
174839,701225.0751
114955,565773.5055
146788,408319.9105
83092,532583.8285
135246,384169.6339
61802,891525.2205
137382,433179.069
145401,469630.3522
58300,309883.7284
140496,379704.6708
149481,538568.2913
136826,524950.1083
69083,511444.6271
149913,347200.267
105985,453199.9111
112379,454631.5202
24595,230006.6904
170528,517494.498
137587,656893.1554
50622,420023.8187
20491,241976.7186
20537,291432.1633
18157,377601.335
157941,753124.4412
92700,606351.6641
123974,571437.308
173075,404534.4182
141277,454645.5137
112473,380940.1124
75725,635809.1324
148084,612170.013
163134,608066.6622
169551,557128.7714
97936,505087.0513
5409,507293.5678
181576,554556.6683
176565,765612.2052
69920,595571.1452
155355,497811.0814
169526,593869.5588
175592,908753.9102
11800,350906.9527
76885,413301.4001
150140,571927.2778
15952,374496.2428
163132,521787.4234
182445,603908.9004
1689,232029.2905
43974,348342.1656
15651,259978.9303
51632,442685.7179
44152,306710.2984
79260,541451.0578
126131,540593.2675
146446,553500.1562
35453,237908.4165
24575,432673.0848
153177,575610.6738
11722,364803.4534
13333,282383.9656
155121,635277.5036
101310,476934.339
53959,545160.0797
23876,296598.3028
126643,529758.4304
86844,634952.4003
53505,333596.2416
180050,738063.5114
1112,355208.3074
181162,613803.5866
57024,498102.2749
87181,416603.4495
1248,232393.2019
59383,458621.2358
162369,555338.1098
133350,724011.5243
99669,638944.1461
34764,547411.7506
62298,430776.5431
35998,421790.2456
1607,326864.8441
32970,390210.4001
26641,435201.3631
175224,729873.5965
110327,374636.1912
156595,512167.4811
163067,537391.963
60715,444159.8049
150551,440514.5671
58057,583871.5876
175585,945504.4359
15757,276481.9274
20005,348737.7968
60657,394103.7714
81819,456433.2072
174859,746152.827
107651,500340.9633
145839,542315.8563
109597,365485.9414
64677,448105.0603
170987,451764.6638
132448,612672.278
615,297544.5507
328,347355.6079
170503,535164.1661
54169,412981.9248
101792,399527.139
53716,301307.3364
118305,434541.81
159348,503838.5024
47524,316422.6343
120095,501273.5051
89161,540996.6725
122216,392490.2394
22639,214735.5581
105567,747730.5734
36501,284426.7327
90278,498636.0028
176235,588584.517
133638,453918.8511
49178,399468.2862
25528,377723.9526
47155,387596.572
69881,661228.7281
78321,510730.8016
55247,299069.5399
86287,696830.6547
105381,430827.5366
81889,424375.4083
114435,297229.1772
60550,282273.0638
85101,384581.1189
87805,597926.8819
21257,291437.0291
57009,345061.8003
57447,312401.7473
96458,510201.5947
133136,433877.2163
5000,298468.6441
42652,442598.6097
23784,398060.8291
11571,329370.517
162263,544922.9398
185322,689327.6249
95243,415499.6117
98025,446260.5821
121413,547299.8575
16255,324909.7258
169864,588555.6434
65094,286571.8471
106745,358240.2098
35269,390953.3848
182962,644454.3305
67245,325605.8378
146159,552520.4088
67199,399072.6047
153321,599335.1725
171081,733962.7759
64169,500713.8088
59992,318187.7964
87375,594891.7667
45489,422318.7185
133891,439471.5677
28201,295128.2728
181799,584036.4204
128771,797686.5753
100544,503249.2352
117827,547942.3378
125112,571024.8369
41283,311766.765
143488,451233.7205
132026,475680.4803
154774,583761.4635
181316,669511.1698
26452,256673.3117
69192,597865.6535
48876,278394.3286
23995,268218.9363
114699,313069.2792
14429,423591.1019
29310,424820.6407
155233,354665.2905
140675,443751.933
149085,399002.8792
32887,361684.177
124252,545770.0242
101533,468059.4702
133377,449123.9441
166041,485693.8205
40559,400722.3791
37378,557322.955
33652,433152.7471
114468,307920.9753
74715,428899.6924
64519,721747.9438
152802,559473.8715
53278,345760.5357
34834,304525.0805
124152,580810.6788
136017,566888.9963
154630,399140.3565
179253,716563.0785
146936,549454.5748
97021,335923.2071
1925,288355.9186
177820,611672.2267
83330,497827.3599
145449,368433.2179
179983,724522.8365
167017,511680.6816
143174,466001.6809
42152,349553.2322
118433,359580.2603
1085,218621.8522
108,215372.7627
21504,390586.9747
29908,310517.0509
70316,574511.2445
147948,655482.307
98363,334093.9036
162615,590033.3097
